annotated_by,category,question
unsupervised,FACTOID,What modern city did Khanbaliq become?
unsupervised,FACTOID,What monarchy did western troops protect?
unsupervised,FACTOID,What month is the warmest in Fresno?
unsupervised,FACTOID,What museum preserves the memory of the crime?
unsupervised,FACTOID,What name was given to the western half of the colony?
unsupervised,FACTOID,What nationality are researchers Richard G. Wilkinson and Kate Pickett?
unsupervised,FACTOID,What nationality is Hoesung Lee?
unsupervised,FACTOID,What nationality is the architect Enric Miralles?
unsupervised,FACTOID,What net loss did the Conservatives suffer?
unsupervised,FACTOID,What objects in organisms absorb singlet oxygen to prevent harm?
unsupervised,FACTOID,What occurs when electron clouds overlap from different atoms?
unsupervised,FACTOID,What offers a conceptual definition of force?
unsupervised,FACTOID,What organization has continued to be a major disruptive force in Palestine?
unsupervised,FACTOID,What organization runs the satellite that measured dust that landed on the Amazon?
unsupervised,FACTOID,What organization was led by Hasan al-Hudaybi?
unsupervised,FACTOID,What other scientist influence Frank Burnet when he was formulating his theory of immunity?
unsupervised,FACTOID,What park is close to John Lennon street?
unsupervised,FACTOID,What percent of untreated victims of the plague die within 8 days?
unsupervised,FACTOID,What percentage of Australia's dairy cattle are found in Victoria?
unsupervised,FACTOID,What percentage of British children are educated at GSCE level in fee-paying schools?
unsupervised,FACTOID,What percentage of Filipino primary school students are in private schools?
unsupervised,FACTOID,What percentage of France's population is protestant today?
unsupervised,FACTOID,What percentage of German students attended private schools in 2008?
unsupervised,FACTOID,What percentage of New Zealand students attended private schools in April 2014?
unsupervised,FACTOID,What percentage of Scotland's voting population failed to actually vote?
unsupervised,FACTOID,What percentage of a high pressure engine's efficiency has the Energiprojekt AB engine achieved?
unsupervised,FACTOID,What percentage of electrical power in the United States is made by steam turbines?
unsupervised,FACTOID,What percentage of farmland grows wheat?
unsupervised,FACTOID,What percentage of private school students go to Catholic schools?
unsupervised,FACTOID,What percentage of the land cleared in the Amazon is used for growing livestock?
unsupervised,FACTOID,What percentage of the vote for a Scottish Assembly in favor of it?
unsupervised,FACTOID,What percentage was the increase of agricultural products in 2003-04?
unsupervised,FACTOID,What period opened the Tethys Ocean?
unsupervised,FACTOID,What person argues that civil disobedience is used to describe everything?
unsupervised,FACTOID,What persons were not allowed to settle in New France?
unsupervised,FACTOID,What platform caused BSkyB to end their analogue service?
unsupervised,FACTOID,What player first won the Heisman Trophy for the university?
unsupervised,FACTOID,What portion of households in Jacksonville have only one person?
unsupervised,FACTOID,What present-day area was this settlement near?
unsupervised,FACTOID,What region does use the term 'private schools' to refer to universities?
unsupervised,FACTOID,What religion's schools does the term 'parochial schools' generally refer to?
unsupervised,FACTOID,What replaced the Sky+Box?
unsupervised,FACTOID,What researcher showed that air is a necessity for combustion?
unsupervised,FACTOID,What river does Warsaw straddle?
unsupervised,FACTOID,What river runs alongside Jacksonville?
unsupervised,FACTOID,What term do Islamists think should be applied to them?
unsupervised,FACTOID,What town was actually granted to the Huguenots on arrival?
unsupervised,FACTOID,What types of houses are designed by Fresno architects?
unsupervised,FACTOID,What university alumni member was known for his work on portfolio theory?
unsupervised,FACTOID,What was Fort Caroline renamed to after the Spanish attack?
unsupervised,FACTOID,What was French population in North America?
unsupervised,FACTOID,What was Temur Khan's Chinese-style name?
unsupervised,FACTOID,What was Warsaw's population in 1901?
unsupervised,FACTOID,What was considered responsible for the black death as well as the epidemic in southern China?
unsupervised,FACTOID,What was huihui?
unsupervised,FACTOID,What was the Brazilian French colony called?
unsupervised,FACTOID,What was the Chinese name for the Central Secretariat?
unsupervised,FACTOID,What was the Song dynasty's capital?
unsupervised,FACTOID,What was the average duty of a low-pressure Watt engine?
unsupervised,FACTOID,What was the average family size?
unsupervised,FACTOID,What was the average household size?
unsupervised,FACTOID,What was the capital of the Ottoman empire?
unsupervised,FACTOID,What was the first US state to have compulsory education?
unsupervised,FACTOID,What was the first year that Yale and Harvard played football?
unsupervised,FACTOID,What was the ideal duty of a Newcomen engine?
unsupervised,FACTOID,What was the most notable publication of Tugh's academy?
unsupervised,FACTOID,What was the name of BSkyB's digital service launched under?
unsupervised,FACTOID,What was the name of the count of Apulia
unsupervised,FACTOID,What was the name of the first German settlement?
unsupervised,FACTOID,What was the name of the first successful credit card?
unsupervised,FACTOID,What was the name of the infamous German Gestapo prison?
unsupervised,FACTOID,What was the name of the stadium that the teams played in?
unsupervised,FACTOID,What was the nationality of Jerónimo de Ayanz y Beaumont?
unsupervised,FACTOID,What was the one linear HD channel Virgin Media carried from November 2006 to July 2009?
unsupervised,FACTOID,What was the pedestrian mall renamed?
unsupervised,FACTOID,What was the percentage of a female householder with no husband present?
unsupervised,FACTOID,What was the percentage of people that voted in favor of the Pico Act of 1859?
unsupervised,FACTOID,What was the percentage of whit people in Fresno in 2010?
unsupervised,FACTOID,What was the population Jacksonville city as of 2010?
unsupervised,FACTOID,What was the target percentage of households BSkyB wanted to reach?
unsupervised,FACTOID,What was the total number of homes Sky announced that had Sky+HD in March of 2012?
unsupervised,FACTOID,What was the very first television station to broadcast in Fresno?
unsupervised,FACTOID,What was the white population of Jacksonville as of 2010?
unsupervised,FACTOID,What was there a significant minority of in Warsaw?
unsupervised,FACTOID,What were the civil wars caused by the Huguenots called?
unsupervised,FACTOID,What working fluid is used in a mercury vapor turbine?
unsupervised,FACTOID,What year did BSkyB and Microsoft announce their settlement?
unsupervised,FACTOID,What year did BSkyB and Virgin Media have a dispute over the carriage of Sky Channels on cable TV?
unsupervised,FACTOID,What year did Iqbal return to Lahore?
unsupervised,FACTOID,What year did Robert J. Shiller win an Economics Nobel prize?
unsupervised,FACTOID,What year did Roger de Tosny fail to accomplish what he set out to do?
unsupervised,FACTOID,What year did the flood that impacted the Meuse take place?
unsupervised,FACTOID,What year did the university team up with Shimer College?
unsupervised,FACTOID,What year is the earliest traces of the color Crimson at Harvard?
unsupervised,FACTOID,What year saw the earliest recorded use of the steam engine indicator?
unsupervised,FACTOID,What year was Casimir Pulaski born in Warsaw?
unsupervised,FACTOID,What year was North America's first printing press started?
unsupervised,FACTOID,What year was Setanta Sports awarded Primeier Leage rights to broadcast?
unsupervised,FACTOID,What year was the ECSC agreement established?
unsupervised,FACTOID,What year was the University of Warsaw established?
unsupervised,FACTOID,What year was the university's first president given his position?
unsupervised,FACTOID,When did BSkyB first announce their target goal?
unsupervised,FACTOID,When did Buyantu resume testing potential government employees?
unsupervised,FACTOID,When did Costa v ENEL take place?
unsupervised,FACTOID,When did Dyrrachium  fall to the Normans?
unsupervised,FACTOID,When did France begin in earnest to rebuild its global empire?
unsupervised,FACTOID,When did Galor and Zeria show new information about inequality?
